objectid,cdmid,title,date,year,index_description,headlines,subject,cdm_pdf_link
arg-1964-01-21,3388,"January 21st, 1964",1964-01-21,1964,"Hanson, Philip (pg 1, c6) | National Science Foundation (pg 1, c6) | Selection (pg 1, c6) | University of Idaho (pg 1, c1) | Varsity team vs. Seattle University (pg 4, c1)",,"Hanson, Philip; National Science Foundation; University of Idaho president; Seventieth-fifth anniversary; Basketball",https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/3388/filename/arg-1964-01-21.pdf
arg-1964-01-24,3389,"January 24th, 1964",1964-01-24,1964,"Campus chest (pg 1, c7) | Formerly religions evaluation week (pg 1, c4) | Hanson, Philip (pg 1, c1)",,"Campus chest; Religion in Life conference; Hanson, Philip",https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/3389/filename/arg-1964-01-24.pdf
arg-1964-02-14,9858,"February 14th, 1964",1964-02-14,1964,"Campus-Town relations (pg 5, c1) | Faculty - Physics (pg 6, c5) | Formerly religions evaluation week (pg 1, c1) | Gifts to University of Idaho (pg 7, c6) | Photo (pg 1, c7) | Photo (pg 3, c1) | Photos (pg 4, c1)",,"Campus-Town relations; Kim, Dr. J.S.; Religion in Life conference; Gifts to University of Idaho; Spring registration; Junior-Senior ball (Prom); Apartments - off campus housing",https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/9858/filename/arg-1964-02-14.pdf
arg-1964-02-18,3391,"February 18th, 1964",1964-02-18,1964,"ASUI drama (pg 1, c6) | ASUI elections. Photo (pg 1, c1) | Commencement (pg 1, c4) | Formerly religions evaluation week (pg 1, c1) | I.C.E.P. - Mock political convention (pg 1, c3) | Junior-Senior ball (Prom) (pg 1, c5) | Photo (pg 3, c1) | Varsity team vs. Idaho State College. Photo (pg 4, c4)",,'Merchant of Venice'; United party; Commencement; Religion in Life conference; I.C.E.P. - Mock political convention; Junior-Senior ball (Prom); Military Ball queen; Military Ball; Basketball,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/3391/filename/arg-1964-02-18.pdf
arg-1964-02-21,3464,"February 21st, 1964",1964-02-21,1964,"Army ROTC (pg 4, c1) | ASUI drama (pg 3, c7) | ASUI elections (pg 1, c4) | Campus chest (pg 1, c1) | Community concert cellist (pg 1, c4) | Formerly religions evaluation week. Photo (pg 1, c5) | I.C.E.P. - Mock political convention (pg 1, c2) | Junior-Senior ball (Prom) (pg 1, c1) | Men's national education honorary. Photo (pg 5, c1) | Varsity team vs. Montana State College. Photo (pg 6, c4)",,"James, Col. G.W.; 'Merchant of Venice'; United party; Campus chest; Starker, James; Religion in Life conference; I.C.E.P. - Mock political convention; Junior-Senior ball (Prom); Phi Delta Kappa; Basketball",https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/3464/filename/arg-1964-02-21.pdf
arg-1964-02-25,3517,"February 25th, 1964",1964-02-25,1964,"SUB Sound-Off' (pg 1, c4) | Formerly religions evaluation week. Photo (pg 1, c3) | National scholastic honorary (pg 3, c5) | Photo (pg 3, c5) | Photos (pg 1, c1) | Varsity team vs. Oregon State College, Corvallis (pg 4, c6)",,SUB Sound-Off'; Religion in Life conference; Phi Kappa Phi; Junior-Senior ball (Prom); ASUI-Elections; Basketball,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/3517/filename/arg-1964-02-25.pdf
arg-1964-02-28,3524,"February 28th, 1964",1964-02-28,1964,"Campus chest (pg 1, c1) | Key privileges (pg 1, c1) | Photo (pg 1, c1)",,Campus chest; Women's hours; ASUI-Elections,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/3524/filename/arg-1964-02-28.pdf
arg-1964-03-03,3457,"March 3rd, 1964",1964-03-03,1964,"Boy Scouts of America service fraternity (pg 4, c1) | Campus chest (pg 1, c2) | English Department. Retirement. Photo (pg 3, c2) | Photo (pg 1, c2) | Public events speaker. Photo (pg 1, c3) | Sigma Chi sweetheart (pg 3, c1) | Varsity team vs. Montana State College (pg 4, c5)",,"Alpha Phi Omega; Campus chest; Packenham, Howard E.; ASUI-Elections; Gilmore, Eddy; Sigma Chi sweetheart; Basketball",https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/3457/filename/arg-1964-03-03.pdf
arg-1964-03-06,3467,"March 6th, 1964",1964-03-06,1964,"Admission requirements and regulations (pg 4, c6) | ASUI drama (pg 3, c1) | ASUI-Elections (pg 1, c5) | Budget-Idaho legislature allowance to U of I (pg 1, c5) | Enrollment - University of Idaho (pg 1, c4) | I.C.E.P. - Mock political convention (pg 1, c5) | Photo (pg 1, c1) | Photos (pg 5, c1) | Public events speaker. Photo (pg 1, c2)",,"Admission requirements and regulations; 'Merchant of Venice'; ASUI-Elections; Budget-Idaho legislature allowance to; Enrollment; I.C.E.P. - Mock political convention; Bayanihan Philippine Dance Company Community concert; ASUI-Elections; Gilmore, Eddy",https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/3467/filename/arg-1964-03-06.pdf
arg-1964-03-10,3475,"March 10th, 1964",1964-03-10,1964,"ASUI-Elections (pg 1, c3) | Big sky championships (pg 4, c6) | Photo (pg 1, c1) | Photo (pg 1, c6) | Photo (pg 3, c1) | Public Events speaker (pg 1, c1)",,"ASUI-Elections; Swimming team; Bayanihan Philippine Dance Company Community concert; I.C.E.P. - Mock political convention; Lambda Chi Alpha - Crescent girl; Gilmore, Eddy",https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/3475/filename/arg-1964-03-10.pdf
arg-1964-03-13,3476,"March 13th, 1964",1964-03-13,1964,"Accreditation-Northwest Association of Secondary and Higher Schools (pg 1, c3) | ASUI president. Photo (pg 1, c3) | ASUI vice president. Photo (pg 1, c3) | Executive board. Northwest Region Chairman (ASG). ASUI president - 1965. Photo (pg 1, c3) | Executive board. Photo (pg 1, c3) | I.C.E.P. - Mock political convention (pg 1, c1) | I.C.E.P. - Mock political convention (pg 3, c0) | Photo (pg 7, c4) | Photos (pg 1, c3)",,"Accreditation-Northwest Association of Secondary and Higher Schools; Johnston, Jim; Nye, Larry; McCann, Bill; Bates, Tom; Grimes, Larry; Grubb, Nancy; Huettig, Gerald; Lyon, Cathy; McPhee, Craig; Oberoi, L.S.; Sackett, John; I.C.E.P. - Mock political convention; I.C.E.P. - Mock political convention; Burning Stake' coffee house; ASUI-Elections; ASUI-Executive Board",https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/3476/filename/arg-1964-03-13.pdf
arg-1964-03-17,3480,"March 17th, 1964",1964-03-17,1964,"ASUI drama. Photo (pg 1, c3) | Big sky championships (pg 4, c3) | Big Sky Conference (pg 4, c6) | Convention, Western states (pg 1, c6) | Faculty, U of I Dramatics (pg 3, c6) | Freshman week (pg 1, c6) | High school (pg 1, c3) | Library (pg 3, c1) | Photo (pg 1, c1) | Shakespeare week (pg 1, c3) | Social fraternity. Photo (pg 3, c4)",,"'Merchant of Venice'; Swimming team; Big Sky Conference; Associated Women Students; Chaves, Edmund; Freshman week; Annual journalism conference; Library; I.C.E.P. - Mock political convention; Shakespeare week; Farm house",https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/3480/filename/arg-1964-03-17.pdf
arg-1964-03-20,3491,"March 20th, 1964",1964-03-20,1964,"Borderline' - Washington State University student newspaper (pg 1, c5) | ASUI (pg 1, c8) | ASUI drama. Photo (pg 1, c3) | Freshman week (pg 1, c4) | Gifts to University of Idaho (pg 3, c4) | High school. Photo (pg 1, c1) | Model United Nations (pg 3, c6) | Photo (pg 3, c4) | Shakespeare week (pg 1, c6) | University of Idaho - Construction (pg 1, c1) | Wallace complex (pg 1, c0)",,Borderline' - Washington State University student newspaper; National Organization for Student Government; 'Merchant of Venice'; Freshman week; Gifts to University of Idaho; Annual journalism conference; Model United Nations; Freshman week; Shakespeare week; University of Idaho - Construction; Wallace complex,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/3491/filename/arg-1964-03-20.pdf
arg-1964-03-24,3493,"March 24th, 1964",1964-03-24,1964,"Accreditation-Northwest Association of Secondary and Higher Schools (pg 1, c2) | Borah Foundation (pg 1, c1) | Elections (pg 1, c4) | High school (pg 3, c4) | Library (pg 4, c5) | Photo (pg 1, c2) | Photo (pg 1, c6) | Public events speaker (pg 3, c6) | Varsity team vs. Columbia Basin College (pg 4, c1) | Washington State College intercollegiate invitational meet (indoor) (pg 4, c6)",,"Accreditation-Northwest Association of Secondary and Higher Schools; Borah Foundation; Associated Women Students; Annual journalism conference; Library; Blue Key -Talent show; Freshman week; Wadsworth, James J.; Baseball; Track",https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/3493/filename/arg-1964-03-24.pdf
arg-1964-03-27,3500,"March 27th, 1964",1964-03-27,1964,"Accreditation (pg 1, c5) | American Student Public Relation Association (pg 1, c6) | Elections (pg 1, c2) | Photo (pg 1, c1) | Photo (pg 1, c5) | Public events speaker. Photo (pg 3, c1) | Spring (pg 4, c7) | Varsity team vs. Lewis and Clark College (pg 4, c1) | Varsity team vs. Montana State College (pg 4, c1)",,"College of Education; American Student Public Relation Association; Associated Women Students; Borah Foundation; Church, Sen. Frank; Paul Revere Panel' 1964 presidential election; Wadsworth, James J.; Football; Baseball",https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/3500/filename/arg-1964-03-27.pdf
arg-1964-03-31,3510,"March 31st, 1964",1964-03-31,1964,"Paul Revere Panel' 1964 presidential election (pg 4, c5) | Accreditation-Northwest Association of Secondary and Higher Schools (pg 4, c6) | Elections. Photo (pg 4, c1) | Intercollegiate Knights (pg 1, c1) | Matrix table - Dorothy R. Powers (pg 4, c6) | Photo (pg 4, c3) | Pre-med honorary (pg 4, c1) | Public events speaker (pg 4, c2) | Varsity team vs. Columbia Basin College (pg 3, c6) | Varsity team vs. Gonzaga (pg 3, c6) | Varsity team vs. Lewis and Clark College (pg 3, c6) | Varsity team vs. Montana State College (pg 3, c6) | Varsity team vs. Seattle University (pg 3, c6) | Varsity team vs. Washington State University (pg 3, c6) | Young Democrats club (pg 4, c2)",,"Paul Revere Panel' 1964 presidential election; Accreditation-Northwest Association of Secondary and Higher Schools; Associated Women Students; Intercollegiate Knights; Matrix table - Dorothy R. Powers; Blue Key -Talent show; Mu Epsilon Delta; Wadsworth, James J.; Baseball; Baseball; Baseball; Young Democrats club",https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/3510/filename/arg-1964-03-31.pdf
arg-1964-04-01,3512,"April 1st, 1964",1964-04-01,1964,"ASUI drama (pg 2, c1) | The Idaho Argonaut - April fool issue (pg 1, c0)",,'The Importance of being earnest'; The Idaho Argonaut - April fool issue,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/3512/filename/arg-1964-04-01.pdf
arg-1964-04-03,3515,"April 3rd, 1964",1964-04-03,1964,"Paul Revere Panel' 1964 presidential election (pg 6, c1) | Elections. Photo (pg 1, c1) | Faculty, U of I Department of English (pg 2, c3) | Library week (pg 5, c5) | Photo (pg 1, c6) | Photo (pg 5, c3) | President, University of Idaho (pg 5, c1) | Public events speaker. Photo (pg 1, c5)",,"Paul Revere Panel' 1964 presidential election; Associated Women Students; Brunvand, Dr. Jan; Library week; Blue Key -Talent show; Matrix table - Dorothy R. Powers; Theophilus, Donald R.; Wadsworth, James J.",https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/3515/filename/arg-1964-04-03.pdf
arg-1964-04-07,3518,"April 7th, 1964",1964-04-07,1964,"American Association of University Women (AAUW) (pg 3, c5) | ASUI drama (pg 3, c2) | Blood drive (pg 1, c6) | Delta Sigma Phi dream girl (pg 3, c7) | Faculty, Department of Sociology, U of I (pg 3, c4) | Faculty, History department, U of I (pg 3, c4) | Faculty. Department of History. University of Idaho (pg 3, c4) | Forestry week (pg 1, c1) | Hole-In-One (pg 4, c7) | Library week (pg 3, c1) | Matrix table - Dorothy R. Powers (pg 1, c1) | Model United Nations (pg 1, c7) | Photo (pg 1, c3) | Prairie music festival (pg 3, c8) | University of Idaho vs. EWCE, Whitworth (pg 4, c8) | University of Idaho vs. University of Washington. Photo (pg 4, c4) | University of Idaho vs. Washington College of Education (pg 4, c4) | University of Idaho vs. Whitman (pg 4, c8) | Varsity team vs. EWCE (EWSC) (pg 4, c1) | Varsity team vs. Gonzaga (pg 4, c1) | Varsity team vs. Montana State College (pg 4, c1) | Voting patterns study (pg 3, c7) | Women's recreational Association (WRA) (pg 4, c3)",,"American Association of University Women (AAUW); 'The Importance of being earnest'; Blood drive; Delta Sigma Phi dream girl; Harmsworth, Harry; Greever, William S.; Rolland, Siegfried; Forestry week; Golf; Library week; Matrix table - Dorothy R. Powers; Model United Nations; Blue Key -Talent show; Department of Music; Track; Tennis; Track; Baseball; Baseball; Young Republican's club; Women's recreational Association (WRA)",https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/3518/filename/arg-1964-04-07.pdf
arg-1964-04-24,3519,"April 24th, 1964",1964-04-24,1964,"American Society for Engineering Education (pg 7, c1) | Associated Student Governments of the U.S.A. (pg 5, c1) | ASUI drama (pg 3, c2) | ASUI president. Photo (pg 4, c2) | ASUI-Executive Board (pg 1, c5) | Blood drive (pg 5, c3) | Cheating (pg 5, c5) | College All-Star football game. Photo (pg 8, c3) | Continental classroom. Map (pg 1, c4) | Debate - Pacific Forensic League (pg 6, c1) | Dramatic reading (pg 6, c5) | Faculty promotion (pg 5, c1) | Faculty, Department of Agricultural Biochemistry (pg 1, c5) | Faculty, Department of Forestry, U of I (pg 5, c6) | Forest insecticide (pg 5, c6) | Forestry week (pg 7, c2) | High school (pg 2, c7) | Higher Education (pg 1, c2) | Higher Education (pg 2, c3) | Higher Education (pg 6, c2) | Higher education session (pg 1, c2) | Hormachea, Danny (pg 1, c1) | Huff, Travers (pg 3, c2) | Legislators of Latah county (pg 4, c5) | Map (pg 1, c4) | Miss University of Idaho contest (pg 7, c8) | Mix, Jim (pg 6, c6) | Model United Nations (pg 5, c7) | Narthex table (pg 6, c4) | Pacific Northwest conference on Higher Education (pg 6, c2) | Phi Beta Kappa (pg 6, c7) | Photo (pg 3, c5) | Photo (pg 4, c2) | Photo (pg 8, c1) | Practice court (pg 7, c2) | Scholarships (pg 8, c5) | Sigma Alpha Epsilon Olympics (Sig Alph Olympics) (pg 3, c4) | Sigma Delta Chi (pg 1, c2) | Speaker at University faculty forum and Phi Beta Kappa banquet (pg 2, c7) | Speaker at University faculty forum and Phi Beta Kappa banquet. Photo (pg 6, c7) | Spring tour (pg 7, c6) | Student killed in accident (pg 1, c1) | Student killed in accident. Photo (pg 1, c1) | University of Idaho vs. Montana State (pg 8, c7) | University of Idaho vs. University of Washington (pg 8, c1) | Wallace complex (pg 1, c4) | Washington correspondent for parade publications (pg 1, c2) | Washington State University (pg 8, c3) | Women's recreational Association (WRA) (pg 8, c4)",,"American Society for Engineering Education; Associated Student Governments of the U.S.A.; 'The Importance of being earnest'; Johnston, Jim; ASUI-Executive Board; Blood drive; Cheating; Moran, Jim; Television - educational; Debate - Pacific Forensic League; 'St. Joan'; Faculty promotion; Le Tourneau, Duane; Giles, Robert H. Jr.; Marathon; Forestry week; One Act Play festival; Higher Education; Higher Education; Higher Education; Idaho colleges; Hormachea, Danny; Huff, Travers; Legislators of Latah county; KUID-TV; Miss University of Idaho contest; Mix, Jim; Model United Nations; Mortar Board; Pacific Northwest conference on Higher Education; Phi Beta Kappa; Danish National Gymnasts; ASUI-Executive Board; Baseball; College of Law; Scholarships; Sigma Alpha Epsilon Olympics (Sig Alph Olympics); Sigma Delta Chi; Jones, W.T.; Jones, W.T.; Vandaleers; Smith, Sharon; Barney, Joyce; Fisher, James C.; Track; Baseball; Wallace complex; Anderson, Jack; Tennis; Women's recreational Association (WRA)",https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/3519/filename/arg-1964-04-24.pdf
arg-1964-04-28,3521,"April 28th, 1964",1964-04-28,1964,"American Society for Engineering Education (pg 2, c3) | ASUI drama (pg 1, c8) | Cosmopolitan Club (pg 3, c1) | Deer (pg 4, c6) | Delta Sigma Phi dream girl (pg 3, c6) | Delta Tau Delta (pg 1, c1) | Education - Financial and Informational report on education in the State of Idaho (pg 1, c2) | Faculty, Department of Forestry. U of I (pg 2, c2) | Faculty, Department of Forestry. U of I (pg 4, c6) | Faculty. Department of Education. University of Idaho (pg 3, c5) | Higher Education (pg 1, c6) | Idaho chapter (pg 2, c2) | Judiciary tribunal, discipline (pg 1, c1) | Men's national education honorary. Financial and informational report on education in the state of Idaho (pg 1, c2) | Miss University of Idaho contest (pg 1, c6) | National Association of College and University Residence Halls conference (pg 1, c7) | Photo (pg 1, c1) | Photo (pg 1, c3) | Photo (pg 3, c3) | Photo (pg 4, c2) | Practice court (pg 3, c7) | President, University of Idaho. 1955-1965 (pg 1, c6) | President, University of Idaho. 1955-1965 (pg 1, c7) | Spring (pg 4, c5) | Spring tour (pg 3, c1) | U of I vs. U of W (pg 4, c7) | U of I vs. WSC (pg 4, c7) | University of Idaho vs. University of Montana (pg 4, c1) | Varsity team vs. Oregon State University (pg 4, c4) | Washington correspondent for parade publications. Photo (pg 1, c1)",,"American Society for Engineering Education; 'The Importance of being earnest'; Cosmopolitan Club; Wildlife; Delta Sigma Phi dream girl; Delta Tau Delta; Education - Financial and Informational report on education in the State of Idaho; Hungerford, Kenneth E.; Hungerford, Kenneth E.; Weltzin, J. Frederick; Higher Education; Wildlife society; Interfraternity council; Phi Delta Kappa; Miss University of Idaho contest; National Association of College and University Residence Halls conference; Sigma Delta Chi; Danish National Gymnasts; Blood drive; Sigma Alpha Epsilon Olympics (Sig Alph Olympics); College of Law; Theophilus, Donald R.; Theophilus, Donald R.; Football; Vandaleers; Golf; Track; Baseball; Anderson, Jack",https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/3521/filename/arg-1964-04-28.pdf
