filename,objectid,cdmid,size,title
arg-1975-02-21_lg_radio.jpg,arg-1975-02-21,10298,lg,radio
arg-1945-01-11_sm_valentines.jpg,arg-1945-01-11,2273,sm,valentines
arg-1945-11-01_sm_farm.jpg,arg-1945-11-01,2297,sm,farm
arg-1946-02-14_sm_fresher.jpg,arg-1946-02-14,2313,sm,fresher
arg-1946-02-14_sm_textbooks.jpg,arg-1946-02-14,2313,sm,textbooks
arg-1946-10-15_md_fire.jpg,arg-1946-10-15,2337,md,fire
arg-1956-01-10_lg_greeks.jpg,arg-1956-01-10,2640,lg,greeks
arg-1956-01-10_md_wind.jpg,arg-1956-01-10,2640,md,wind
arg-1952-01-11_md_clouds.jpg,arg-1952-01-11,2743,md,clouds
arg-1952-09-30_sm_enrollment.jpg,arg-1952-09-30,2899,sm,enrollment
arg-1953-05-05_md_western.jpg,arg-1953-05-05,3027,md,western
arg-1953-05-05_md_blooddrive.jpg,arg-1953-05-05,3027,md,blooddrive
arg-1953-04-17_md_lovely.jpg,arg-1953-04-17,3041,md,lovely
arg-1953-04-17_sm_floats.jpg,arg-1953-04-17,3041,sm,floats
arg-1962-03-08_md_pancakes.jpg,arg-1962-03-08,3146,md,pancakes
arg-1963-02-08_md_radio.jpg,arg-1963-02-08,3196,md,radio
arg-1966-02-15_sm_ski.jpg,arg-1966-02-15,3250,sm,ski
arg-1966-03-04_sm_shirts.jpg,arg-1966-03-04,3254,sm,shirts
arg-1966-03-11_md_chev.jpg,arg-1966-03-11,3256,md,chev
arg-1966-03-11_md_skiing.jpg,arg-1966-03-11,3256,md,skiing
arg-1967-03-21_md_debate.jpg,arg-1967-03-21,3322,md,debate
arg-1967-09-15_sm_movies.jpg,arg-1967-09-15,3338,sm,movies
arg-1967-09-22_sm_draft.jpg,arg-1967-09-22,3340,sm,draft
arg-1967-09-22_sm_library.jpg,arg-1967-09-22,3340,sm,library
arg-1968-01-05_md_rosauers.jpg,arg-1968-01-05,3365,md,rosauers
arg-1968-11-05_sm_prof.jpg,arg-1968-11-05,3395,sm,prof
arg-1974-02-12_md_nihilist.jpg,arg-1974-02-12,3724,md,nihilist
arg-1976-01-23_md_kuid.jpg,arg-1976-01-23,3774,md,kuid
arg-1985-02-26_md_jazz.jpg,arg-1985-02-26,9379,md,jazz
arg-1985-10-11_sm_jacket.jpg,arg-1985-10-11,9411,sm,jacket
arg-1939-09-29_md_propoganda.jpg,arg-1939-09-29,1874,md,propoganda
arg-1939-09-29_xl_football.jpg,arg-1939-09-29,1874,xl,football
arg-1940-04-09_md_newdeal.jpg,arg-1940-04-09,1918,md,newdeal
arg-1940-10-01_md_sliderule.jpg,arg-1940-10-01,1935,md,sliderule
arg-1940-10-15_sm_poll.jpg,arg-1940-10-15,1939,sm,poll
arg-1940-10-15_md_conscription.jpg,arg-1940-10-15,1939,md,conscription
arg-1950-02-17_md_ball.jpg,arg-1950-02-17,2031,md,ball
arg-1950-03-10_md_esquiregirls.jpg,arg-1950-03-10,2037,md,esquiregirls
arg-1950-03-10_md_tootsieroll.jpg,arg-1950-03-10,2037,md,tootsieroll
arg-1950-01-17_md_argo.jpg,arg-1950-01-17,2038,md,argo
arg-1950-01-17_sm_norseski.jpg,arg-1950-01-17,2038,sm,norseski
arg-1950-04-11_sm_jobs.jpg,arg-1950-04-11,2045,sm,jobs
arg-1950-04-11_sm_borah.jpg,arg-1950-04-11,2045,sm,borah
arg-1950-04-11_sm_ufo.jpg,arg-1950-04-11,2045,sm,ufo
arg-1941-02-21_sm_phosphates.jpg,arg-1941-02-21,2094,sm,phosphates
arg-1941-12-19_sm_war.jpg,arg-1941-12-19,2151,sm,war
arg-1941-12-09_xl_warpolicy.jpg,arg-1941-12-09,2159,xl,warpolicy
arg-1941-12-12_md_warnews.jpg,arg-1941-12-12,2168,md,warnews
arg-1942-03-10_sm_kiss.jpg,arg-1942-03-10,2170,sm,kiss
arg-1942-03-10_md_smoke.jpg,arg-1942-03-10,2170,md,smoke
arg-1942-04-07_sm_xray.jpg,arg-1942-04-07,2178,sm,xray
arg-1942-04-07_lg_pepsi.jpg,arg-1942-04-07,2178,lg,pepsi
arg-1942-04-10_sm_doors.jpg,arg-1942-04-10,2179,sm,doors
arg-1942-04-10_sm_navy.jpg,arg-1942-04-10,2179,sm,navy
arg-1951-05-25_md_coedblot.jpg,arg-1951-05-25,2520,md,coedblot
arg-1951-10-12_md_beards.jpg,arg-1951-10-12,2529,md,beards
arg-1951-10-12_lg_football.jpg,arg-1951-10-12,2529,lg,football
arg-1954-05-21_sm_river.jpg,arg-1954-05-21,2549,sm,river
arg-1954-05-21_sm_overdue.jpg,arg-1954-05-21,2549,sm,overdue
arg-1954-12-14_lg_novel.jpg,arg-1954-12-14,2595,lg,novel
arg-1954-12-14_xl_christmas.jpg,arg-1954-12-14,2595,xl,christmas
arg-1957-03-08_sm_flu.jpg,arg-1957-03-08,2722,sm,flu
arg-1957-03-08_sm_peace.jpg,arg-1957-03-08,2722,sm,peace
arg-1952-04-01_sm_beenie.jpg,arg-1952-04-01,2767,sm,beenie
arg-1958-01-21_md_exams.jpg,arg-1958-01-21,2797,md,exams
arg-1958-09-26_md_date.jpg,arg-1958-09-26,2833,md,date
arg-1958-09-26_sm_nodoz.jpg,arg-1958-09-26,2833,sm,nodoz
arg-1952-09-19_sm_helpweek.jpg,arg-1952-09-19,2877,sm,helpweek
arg-1952-09-19_sm_watertank.jpg,arg-1952-09-19,2877,sm,watertank
arg-1952-09-19_sm_korea.jpg,arg-1952-09-19,2877,sm,korea
arg-1959-04-17_md_rambler.jpg,arg-1959-04-17,2888,md,rambler
arg-1959-12-11_sm_crossroads.jpg,arg-1959-12-11,2926,sm,crossroads
arg-1959-12-11_md_oath.jpg,arg-1959-12-11,2926,md,oath
arg-1959-12-11_sm_math.jpg,arg-1959-12-11,2926,sm,math
arg-1953-04-21_sm_vote.jpg,arg-1953-04-21,3022,sm,vote
arg-1953-04-21_sm_bowers.jpg,arg-1953-04-21,3022,sm,bowers
arg-1953-04-21_sm_covergirl.jpg,arg-1953-04-21,3022,sm,covergirl
arg-1953-09-18_md_mayday.jpg,arg-1953-09-18,3035,md,mayday
arg-1939-09-19_sm_concussion.jpg,arg-1939-09-19,9846,sm,concussion
arg-1939-09-19_md_car.jpg,arg-1939-09-19,9846,md,car
arg-1939-09-19_sm_cost.jpg,arg-1939-09-19,9846,sm,cost
arg-1954-01-08_sm_train.jpg,arg-1954-01-08,9887,sm,train
arg-1999-10-22_md_war-on-drugs.jpg,arg-1999-10-22,10146,md,war on drugs
arg-1999-11-02_sm_kuoi.jpg,arg-1999-11-02,10150,sm,kuoi
arg-1999-12-10_md_music.jpg,arg-1999-12-10,10159,md,music
arg-2001-11-02_lg_asui-debates.jpg,arg-2001-11-02,10477,lg,asui debates
arg-2001-11-02_md_save-money.jpg,arg-2001-11-02,10477,md,save money
arg-2001-11-27_lg_football.jpg,arg-2001-11-27,10483,lg,football
arg-2003-01-24_lg_step-afrika.jpg,arg-2003-01-24,10881,lg,step afrika
arg-2003-02-11_sm_jazz_fest.jpg,arg-2003-02-11,10886,sm,jazz fest
arg-2003-02-21_sm_ui-golf-course.jpg,arg-2003-02-21,10889,sm,ui golf course
arg-2003-03-04_sm_massage-career.jpg,arg-2003-03-04,10905,sm,massage career
arg-2003-03-14_sm_st-patricks-day.jpg,arg-2003-03-14,10893,sm,st patricks day
arg-2003-04-01_md_manding-jata.jpg,arg-2003-04-01,10896,md,manding jata
arg-2003-04-11_sm_bernett-research.jpg,arg-2003-04-11,10899,sm,bernett research
arg-2003-04-22_md_ui-students.jpg,arg-2003-04-22,10903,md,ui students
arg-2003-09-26_sm_advertising.jpg,arg-2003-09-26,10939,sm,advertising
arg-2003-10-10_sm_church.jpg,arg-2003-10-10,10926,sm,church
arg-2003-10-31_md_halloween.jpg,arg-2003-10-31,10933,md,halloween
arg-2003-11-18_sm_recycle.jpg,arg-2003-11-18,10945,sm,recycle
arg-2003-12-05_lg_movies.jpg,arg-2003-12-05,10941,lg,movies
arg-2006-02-28_sm_cruise-the-world.jpg,arg-2006-02-28,10692,sm,cruise the world
arg-2006-03-31_md_rec.jpg,arg-2006-03-31,10699,md,rec
arg-2013-01-13_md_stubblefields.jpg,arg-2013-01-13,,md,stubblefields
arg-2013-03-26_lg_-gun-laws.jpg,arg-2013-03-26,,lg,gun laws
arg-2013-04-09_md_la-caza-lopez.jpg,arg-2013-04-09,,md,la caza lopez
arg-2013-04-26_lg_crumbs.jpg,arg-2013-04-26,,lg,crumbs
arg-2013-05-29-_md_volleyball.jpg,arg-2013-05-29 ,,md,volleyball
arg-2013-06-12_md_summer-fun.jpg,arg-2013-06-12,,md,summer fun
arg-2015-02-20_lg_buy-local.jpg,arg-2015-02-20,,lg,buy local
arg-2015-03-06_md_bread-cumbs-receipe.jpg,arg-2015-03-06,,md,bread cumbs receipe
arg-2015-03-31_md_vandal-store.jpg,arg-2015-03-31,,md,vandal store
arg-2015-09-25_md_confucious-art.jpg,arg-2015-09-25,,md,confucious art
arg-1919-01-24_sm_soldiermemorial.jpg,arg-1919-01-24,11222,sm,soldiermemorial
arg-1923-03-30_md_bonnets.jpg,arg-1923-03-30,11238,md,bonnets
arg-1923-12-07_md_hosiery.jpg,arg-1923-12-07,11246,md,hosiery
arg-1925-10-04_md_doom.jpg,arg-1925-10-04,11250,md,doom
arg-1926-11-28_lg_smoking.jpg,arg-1926-11-28,11264,lg,smoking
arg-1932-12-06_lg_jcpennys.jpg,arg-1932-12-06,11301,lg,jcpennys
arg-1932-12-20_sm_taxi.jpg,arg-1932-12-20,11305,sm,taxi
arg-1933-01-31_md_springfashion.jpg,arg-1933-01-31,11308,md,springfashion
arg-1933-03-24_md_drugstore.jpg,arg-1933-03-24,11311,md,drugstore
arg-1939-11-10_md_railway.jpg,arg-1939-11-10,9876,md,railway
arg-1940-03-22_md_coast.jpg,arg-1940-03-22,9886,md,coast
arg-1944-03-30_xl_war-bonds.jpg,arg-1944-03-30,9882,xl,war-bonds
arg-1954-01-08_md_chesterfield.jpg,arg-1954-01-08,9887,md,chesterfield
arg-1955-05-16_xl_commencement60.jpg,arg-1955-05-16,9888,xl,commencement60
arg-1965-05-07_xl_arg-editors.jpg,arg-1965-05-07,9894,xl,arg-editors
arg-1968-03-15_sm_tower.jpg,arg-1968-03-15,9912,sm,tower
arg-1968-03-15_xl_complexx.jpg,arg-1968-03-15,9912,xl,complexx
arg-1968-04-23_md_strike.jpg,arg-1968-04-23,9920,md,strike
arg-1970-09-22_md_bandidaho.jpg,arg-1970-09-22,,md,bandidaho
arg-1989-03-06_md_capsule.jpg,arg-1989-03-06,10346,md,capsule
arg-1993-01-19_md_safety.jpg,arg-1993-01-19,10342,md,safety
arg-1993-01-22_md_drunkdriving.jpg,arg-1993-01-22,10343,md,drunkdriving
arg-1993-01-26_sm_gayinmilitary.jpg,arg-1993-01-26,10344,sm,gayinmilitary
arg-1993-09-07_sm_success.jpg,arg-1993-09-07,10350,sm,success
arg-1993-09-10_sm_discipline.jpg,arg-1993-09-10,10351,sm,discipline
arg-1994-01-14_xl_oldisub.jpg,arg-1994-01-14,10379,xl,oldisub
arg-1994-01-25_lg_realmen.jpg,arg-1994-01-25,10382,lg,realmen
arg-1994-01-28_md_bodyparts.jpg,arg-1994-01-28,10383,md,bodyparts
arg-1994-03-29_xl_virtualreality.jpg,arg-1994-03-29,10399,xl,virtualreality
arg-1994-04-26_sm_drugs.jpg,arg-1994-04-26,10408,sm,drugs
arg-1994-09-13_lg_applecomp.jpg,arg-1994-09-13,10432,lg,applecomp
arg-1994-10-14_sm_mtv.jpg,arg-1994-10-14,10436,sm,mtv
arg-1994-11-08_md_abuse.jpg,arg-1994-11-08,9950,md,abuse
arg-1994-11-15_lg_macaroni.jpg,arg-1994-11-15,9948,lg,macaroni
arg-1994-12-02_sm_god.jpg,arg-1994-12-02,9952,sm,god
arg-1995-04-07_lg_asui.jpg,arg-1995-04-07,10001,lg,asui
arg-1995-04-07_sm_dance.jpg,arg-1995-04-07,10001,sm,dance
arg-1995-04-25_md_dominos.jpg,arg-1995-04-25,10007,md,dominos
arg-1995-05-02_sm_subway.jpg,arg-1995-05-02,10010,sm,subway
arg-1995-05-09_md_flighttickets.jpg,arg-1995-05-09,10012,md,flighttickets
arg-1995-08-25_sm_mattress.jpg,arg-1995-08-25,10014,sm,mattress
arg-1995-09-01_sm_treatygrounds.jpg,arg-1995-09-01,10020,sm,treatygrounds
arg-1995-09-08_lg_books.jpg,arg-1995-09-08,10032,lg,books
arg-1995-09-15_md_cadillac.jpg,arg-1995-09-15,10018,md,cadillac
arg-1995-09-22_lg_stereo.jpg,arg-1995-09-22,10021,lg,stereo
arg-1995-09-29_sm_comedy.jpg,arg-1995-09-29,10023,sm,comedy
arg-1995-10-06_md_mic.jpg,arg-1995-10-06,10025,md,mic
arg-1995-10-13_sm_bennett.jpg,arg-1995-10-13,10027,sm,bennett
arg-1995-10-13_sm_climbing.jpg,arg-1995-10-13,10027,sm,climbing
arg-1995-10-20_sm_gameweek.jpg,arg-1995-10-20,10029,sm,gameweek
arg-1995-10-27_lg_bestfriend.jpg,arg-1995-10-27,10033,lg,bestfriend
arg-1995-11-17_sm_lightlab.jpg,arg-1995-11-17,10037,sm,lightlab
arg-1995-12-01_sm_education.jpg,arg-1995-12-01,10039,sm,education
arg-1995-12-08_sm_sunglasses.jpg,arg-1995-12-08,10041,sm,sunglasses
arg-1995-12-15_lg_gifts.jpg,arg-1995-12-15,10044,lg,gifts
arg-1995-12-15_md_newyear.jpg,arg-1995-12-15,10044,md,newyear
arg-1996-04-12_lg_ufo.jpg,arg-1996-04-12,10068,lg,ufo
arg-1996-04-16_lg_unabomber.jpg,arg-1996-04-16,10069,lg,unabomber
arg-1996-05-30_lg_felony.jpg,arg-1996-05-30,10080,lg,felony
arg-1997-05-09_lg_fountain-of-knowledge.jpg,arg-1997-05-09,9977,lg,fountain-of-knowledge
arg-1997-05-09_sm_jazz-festival.jpg,arg-1997-05-09,9977,sm,jazz-festival
arg-1997-07-02_md_fire-fighting.jpg,arg-1997-07-02,9985,md,fire-fighting
arg-1997-07-16_md_false-alarm.jpg,arg-1997-07-16,9987,md,false-alarm
arg-1997-09-03_lg_horizon-airlines.jpg,arg-1997-09-03,9995,lg,horizon-airlines
arg-1997-09-09_xl_dads-weekend.jpg,arg-1997-09-09,9997,xl,dads-weekend
arg-1997-09-26_md_traffic-speed-monitor.jpg,arg-1997-09-26,11073,md,traffic-speed-monitor
arg-1997-11-07_md_take-back-the-night.jpg,arg-1997-11-07,11079,md,take-back-the-night
arg-1997-12-05_lg_aids-awareness-week.jpg,arg-1997-12-05,11076,lg,aids-awareness-week
arg-1997-12-09_lg_joe-vandal.jpg,arg-1997-12-09,11082,lg,joe-vandal
arg-1998-02-10_sm_pearls.jpg,arg-1998-02-10,11091,sm,pearls
arg-1998-03-06_sm_surpirsee.jpg,arg-1998-03-06,11104,sm,surpirsee
arg-1998-10-06_sm_campignfail.jpg,arg-1998-10-06,11140,sm,campignfail
arg-1998-10-06_sm_profit.jpg,arg-1998-10-06,11140,sm,profit
arg-1998-11-03_md_superhero.jpg,arg-1998-11-03,11141,md,superhero
arg-1999-01-12_lg_champions.jpg,arg-1999-01-12,11164,lg,champions
arg-1999-01-22_sm_gritman.jpg,arg-1999-01-22,11154,sm,gritman
arg-1999-02-17_md_-arbiter.jpg,arg-1999-02-17,11161,md,arbiter
arg-1999-02-23_sm_basketball.jpg,arg-1999-02-23,11163,sm,basketball
arg-1999-03-02_sm_universitygang.jpg,arg-1999-03-02,11166,sm,universitygang
arg-1999-03-23_md_army.jpg,arg-1999-03-23,11184,md,army
arg-1999-09-08_lg_ipo.jpg,arg-1999-09-08,11189,lg,ipo
arg-1999-09-28_md_vandals.jpg,arg-1999-09-28,11196,md,vandals
arg-2000-02-02_lg_hendricksmissing.jpg,arg-2000-02-02,10166,lg,hendricksmissing
arg-2000-10-13_md_ghosts.jpg,arg-2000-10-13,10207,md,ghosts
arg-2001-01-26_md_first-lady-laura-bush.jpg,arg-2001-01-26,10291,md,first-lady-laura-bush
arg-2001-01-30_md_wil-hendrick.jpg,arg-2001-01-30,10354,md,wil-hendrick
arg-2001-02-27_md_lionel-hampton.jpg,arg-2001-02-27,10297,md,lionel-hampton
arg-2001-04-10_sm_convocation.jpg,arg-2001-04-10,10429,sm,convocation
arg-2001-05-08_lg_renaissance-fair.jpg,arg-2001-05-08,10452,lg,renaissance-fair
arg-2001-08-24_sm_vandal-soccer-team.jpg,arg-2001-08-24,10473,sm,vandal-soccer-team
arg-2002-01-18_sm_breakfastnews.jpg,arg-2002-01-18,10491,sm,breakfastnews
arg-2002-01-29_md_babies.jpg,arg-2002-01-29,10493,md,babies
arg-2002-02-26_md__healthy_.jpg,arg-2002-02-26,10502,md,healthy
arg-2002-03-08_md_moneyproblems.jpg,arg-2002-03-08,10505,md,moneyproblems
arg-2002-09-10_lg_americanvalues.jpg,arg-2002-09-10,10531,lg,americanvalues
arg-2002-10-22_md_nativeamericans.jpg,arg-2002-10-22,10872,md,nativeamericans
arg-2005-01-14_md_terrorist.jpg,arg-2005-01-14,11010,md,terrorist
arg-2005-01-19_sm_ladyvandals.jpg,arg-2005-01-19,11011,sm,ladyvandals
arg-2005-01-25_sm_slampoetry.jpg,arg-2005-01-25,11013,sm,slampoetry
arg-2005-01-25_sm_photography.jpg,arg-2005-01-25,11013,sm,photography
arg-2005-01-28_md_weightloss.jpg,arg-2005-01-28,11014,md,weightloss
arg-2005-04-19_sm_against-rape.jpg,arg-2005-04-19,11036,sm,against rape
arg-2005-10-11_md_birdflu.jpg,arg-2005-10-11,10680,md,birdflu
arg-2007-01-30_lg_wow.jpg,arg-2007-01-30,10752,lg,wow
arg-2009-01-21_md_athletics.jpg,arg-2009-01-21,10575,md,athletics
arg-2009-01-23_sm_guns.jpg,arg-2009-01-23,10577,sm,guns
